SiteID,period,sen_richness,p_richness,mean_salinity,mean_organic,seg_id_nat,HFP_period,Protocol,HYBAS_ID,elevation,sen_temp,p_temp,mean_temp,mean_Q,zone,Longitude,Latitude
S10043,2005_2018,-0.118055556,0.245278117,127.6312962,1.330292642,20247196,13,Electrofishing,2040048790,205,0.013439829239458,0.8266659696701553,9.134620682635411,13.58975066040199,Intermediate,-3.10609236,55.22275
S10044,1982_2004,NA,NA,535.2995911,46.37420273,20265478,16,Electrofishing,2040048790,NA,0.0257215983639782,0.2244114837865725,9.601744939746736,12.064332597478266,Intermediate,-3.106152169,54.29334
S10044,2005_2018,0,1,507.8605855,36.9937528,20265478,10,Electrofishing,2040048790,NA,0.0150958238791693,0.8266659696701553,9.659084366053836,12.790733100282363,Intermediate,-3.106152169,54.29334
S10046,1982_2004,0,1,529.4471639,41.31395594,20266293,22.25,Electrofishing,2040048790,150,0.0282036873841722,0.0644965282504244,10.02249162000664,14.043880610053286,Intermediate,-3.1082832,54.25827
S10046,2005_2018,NA,NA,529.8827362,37.6681118,20266293,14.25,Electrofishing,2040048790,150,0.0037350495082219,1,10.120159180307754,13.922756948442418,Intermediate,-3.1082832,54.25827
S10049,1982_2004,0.121212121,0.308179547,627.8428192,114.0087681,20306568,21,Electrofishing,2040048790,119,0.0346305674164119,0.0506570300941187,10.57917874906072,14.436086526458531,Intermediate,-3.111379618,52.58628
S10049,2005_2018,NA,NA,556.4099121,128.4524078,20306568,16,Electrofishing,2040048790,119,0.0306590119909066,0.7425568219265775,10.685799770472968,14.85996934988401,Intermediate,-3.111379618,52.58628
S10052,1982_2004,NA,NA,128.2902222,20.48569632,20320872,25,Electrofishing,2040048790,196,0.0411091381997046,0.0346147634925027,11.00348849759206,16.566564350396757,Intermediate,-3.111514088,52.06483
S10052,2005_2018,NA,NA,107.484726,3.626885414,20320872,17,Electrofishing,2040048790,196,0.0262986592345439,0.8266659696701553,11.143589095089483,16.85434047767676,Intermediate,-3.111514088,52.06483
S10057,1982_2004,NA,NA,560.9386139,61.8775177,20347845,35,Electrofishing,2040048790,29,0.0279523394035524,0.1130510195870704,11.690525318761845,3.409230754658034,Intermediate,-3.128266878,51.01871
S10057,2005_2018,0,0.772829993,488.9759216,48.47850113,20347845,35,Electrofishing,2040048790,29,0.0406439455967015,0.511220344688192,11.81045349923418,3.221929484105086,Intermediate,-3.128266878,51.01871
S10068,1982_2004,NA,NA,110.1756897,1.074073315,20258728,33,Electrofishing,2040048790,204,0.0169957382321626,0.2907771692827272,9.461960303483208,9.147992694221,Intermediate,-3.149217248,54.61535
S10068,2005_2018,-0.05,0.245278117,112.5471172,1.462025672,20258728,20,Electrofishing,2040048790,204,0.0172892094442757,0.7425568219265775,9.493635766669351,9.1028787440123,Intermediate,-3.149217248,54.61535
S1008,1982_2004,0.125,0.148561775,765.4950104,86.77479934,20271578,34.49108,Electrofishing,2040048790,13,0.0435684166953396,0.0130433713952793,11.281045956169615,2.702057588228164,Intermediate,-0.430268176,53.99714
S1008,2005_2018,0.166666667,0.03735115,728.6751648,68.68893242,20271578,30.491083,Electrofishing,2040048790,13,0.0283123856984399,0.4434214028640828,11.438456460767272,2.86496121416788,Intermediate,-0.430268176,53.99714
S10085,1982_2004,NA,NA,136.2801361,6.869143486,20246510,18,Electrofishing,2040048790,236,0.0235984985965812,0.1255701989229427,9.019076540592842,10.207395116787788,Intermediate,-3.171169355,55.24448
S10085,2005_2018,0,0.540291375,137.9276377,9.065492949,20246510,12,Electrofishing,2040048790,236,0.014346374083425,0.7425568219265775,9.11806668839931,10.394426867867496,Intermediate,-3.171169355,55.24448
S10097,1982_2004,0,1,120.6392797,1.979335745,20258577,28,Electrofishing,2040048790,54,0.0176382932792066,0.3155727359639027,9.4630322298119,10.159235592087986,Intermediate,-3.180626579,54.59679
S10097,2005_2018,0,0.163734354,122.1836182,2.893845117,20258577,20,Electrofishing,2040048790,54,0.0176491754463243,0.7425568219265775,9.487929768336752,10.117899613707769,Intermediate,-3.180626579,54.59679
S10102,1982_2004,0,0.382733089,175.8576609,0.534623315,20068856,14,Electrofishing_backpack,2040029950,60,0.0168879372646733,0.1538208223920303,5.498827548242928,17.894771840647223,Cold,25.83751,65.09319
S10102,2005_2018,0,0.783530498,176.0464115,0.560401268,20068856,16,Electrofishing_backpack,2040029950,60,0.0056493588751496,0.8266659696701553,6.018579484314292,26.24875364806641,Cold,25.83751,65.09319
S10104,1982_2004,NA,NA,154.4216919,5.416812897,20264145,15,Electrofishing,2040048790,243,0.0272468064677825,0.090976463086059,9.823237608821136,9.557658482737349,Intermediate,-3.189338312,54.35526
S10104,2005_2018,0,1,156.1528066,2.661564748,20264145,15,Electrofishing,2040048790,243,0.009695615492824,0.6614159170078631,9.93519072661265,9.599421577018274,Intermediate,-3.189338312,54.35526
S10112,1982_2004,0,1,246.1726481,31.2445577,20257557,16,Electrofishing,2040048790,169,0.0170469215604538,0.3155727359639027,9.34005141050176,22.64147588780448,Intermediate,-3.196367038,54.68011
S10112,2005_2018,0,0.041258045,247.2418773,39.20534643,20257557,16,Electrofishing,2040048790,169,0.0129190506613888,0.8266659696701553,9.39523072326343,23.98115296801416,Intermediate,-3.196367038,54.68011
S10113,1982_2004,0,1,125.296051,0.975156705,20245735,13,Electrofishing,2040048790,235,0.0237560911335039,0.1015368339673374,9.044333165460248,8.465512639475886,Intermediate,-3.196759,55.29309
S10113,2005_2018,0,0.041258045,125.2836812,0.566842544,20245735,12,Electrofishing,2040048790,235,0.0162091127652266,0.7425568219265775,9.14148680615391,8.549375861896511,Intermediate,-3.196759,55.29309
S10118,1982_2004,NA,NA,NA,NA,20348615,42,Electrofishing,2040048790,35,0.0270030729874577,0.1391441748224249,11.573919998326527,3.9008604593205294,Intermediate,-3.205056872,50.99621
S10118,2005_2018,0,0.175244245,365.1667599,30.32491303,20348615,31,Electrofishing,2040048790,35,0.0518780136240028,0.511220344688192,11.68842773711843,3.611181105113229,Intermediate,-3.205056872,50.99621
S10121,1982_2004,NA,NA,522.2509766,26.3908596,20265036,22.192114,Electrofishing,2040048790,68,0.0301249285820747,0.0725086672874208,10.041506206438834,12.223308046347112,Intermediate,-3.207514797,54.29557
S10121,2005_2018,0,1,513.5314534,20.12173112,20265036,15.192114,Electrofishing,2040048790,68,0.011829019679451,0.7425568219265775,10.16615246629431,11.954498935637458,Intermediate,-3.207514797,54.29557
S10124,1982_2004,0.095454545,0.148914673,516.0996216,20.15626183,20265036,22.192114,Electrofishing,2040048790,68,0.0301249285820747,0.0725086672874208,10.041506206438834,12.223308046347112,Intermediate,-3.208662179,54.29802
S10124,2005_2018,0,0.163734354,520.1219299,17.21540661,20265036,15.192114,Electrofishing,2040048790,68,0.011829019679451,0.7425568219265775,10.16615246629431,11.954498935637458,Intermediate,-3.208662179,54.29802
S10126,1982_2004,0,0.37109337,152.6760826,3.728358627,20264145,15,Electrofishing,2040048790,214,0.0272468064677825,0.090976463086059,9.823237608821136,9.557658482737349,Intermediate,-3.212237835,54.34804
S10126,2005_2018,0,0.241566587,153.4518509,2.469284256,20264145,15,Electrofishing,2040048790,214,0.009695615492824,0.6614159170078631,9.93519072661265,9.599421577018274,Intermediate,-3.212237835,54.34804
S10133,1982_2004,-0.138888889,0.47010076,281.145504,28.60991359,20348615,42,Electrofishing,2040048790,43,0.0270030729874577,0.1391441748224249,11.573919998326527,3.9008604593205294,Intermediate,-3.218854893,50.99418
S10133,2005_2018,NA,NA,170.2536011,6.049976349,20348615,32,Electrofishing,2040048790,43,0.0518780136240028,0.511220344688192,11.68842773711843,3.611181105113229,Intermediate,-3.218854893,50.99418
S10143,1982_2004,NA,NA,262.4396057,26.34973145,20257287,21,Electrofishing,2040048790,90,0.0172478464154988,0.2907771692827272,9.50558241655967,9.09649171183337,Intermediate,-3.241240627,54.67816
S10143,2005_2018,0,0.540291375,222.1628469,35.23521296,20257287,16,Electrofishing,2040048790,90,0.0132974357591698,0.8266659696701553,9.53078374993416,9.21293888201534,Intermediate,-3.241240627,54.67816
S10145,1982_2004,NA,NA,522.2509766,26.3908596,20265036,21.664585,Electrofishing,2040048790,NA,0.0301249285820747,0.0725086672874208,10.041506206438834,12.223308046347112,Intermediate,-3.24150876,54.29831
S10145,2005_2018,0,1,513.5314534,20.12173112,20265036,16.664585,Electrofishing,2040048790,NA,0.011829019679451,0.7425568219265775,10.16615246629431,11.954498935637458,Intermediate,-3.24150876,54.29831
S10146,1982_2004,NA,NA,522.2509766,26.3908596,20265036,16.75,Electrofishing,2040048790,166,0.0301249285820747,0.0725086672874208,10.041506206438834,12.223308046347112,Intermediate,-3.246360786,54.32209
S10146,2005_2018,0,1,513.5314534,20.12173112,20265036,16.75,Electrofishing,2040048790,166,0.011829019679451,0.7425568219265775,10.16615246629431,11.954498935637458,Intermediate,-3.246360786,54.32209
S10148,1982_2004,-0.5,0.540291375,141.4667002,15.44743538,20247195,14,Electrofishing,2040048790,260,0.022777774136343,0.1538208223920303,8.949973153858073,15.476122831307087,Intermediate,-3.248344942,55.24975
S10148,2005_2018,0,1,145.3436973,13.33411158,20247195,9,Electrofishing,2040048790,260,0.0125536496130015,0.7425568219265775,9.069169758188943,15.386121325274445,Intermediate,-3.248344942,55.24975
S10159,1982_2004,NA,NA,202.0691757,18.37393475,20348615,33,Electrofishing,2040048790,85,0.0270030729874577,0.1391441748224249,11.573919998326527,3.9008604593205294,Intermediate,-3.274292418,50.98505
S10159,2005_2018,NA,NA,182.5801087,12.68384051,20348615,22,Electrofishing,2040048790,85,0.0518780136240028,0.511220344688192,11.68842773711843,3.611181105113229,Intermediate,-3.274292418,50.98505
S1017,1982_2004,NA,NA,6.815805436,0.453345612,20222890,13,Electrofishing_backpack,2040031500,130,0.0222960525328897,0.2049044237197508,9.104559856529075,4.859411412754368,Intermediate,13.94273,56.55443
S1017,2005_2018,0,0.081361129,7.058514322,0.488957081,20222890,11,Electrofishing_backpack,2040031500,130,0.0192372340431323,0.2284398089886754,9.683755764657167,4.900980212193309,Intermediate,13.94273,56.55443
S10174,1982_2004,0,0.540291375,127.2737732,2.101925929,20259112,22,Electrofishing,2040048790,150,0.0163597902573616,0.3155727359639027,9.346117519107024,10.17686615555594,Intermediate,-3.305957761,54.61278
S10174,2005_2018,0,1,127.5252143,2.100086901,20259112,15,Electrofishing,2040048790,150,0.0226956633509134,0.9128140271840748,9.389207280211812,10.297776010933513,Intermediate,-3.305957761,54.61278
S1018,1982_2004,NA,NA,NA,NA,20338329,38,Electrofishing,2040048790,13,0.0462628519509897,0.0447289373136521,12.483278919613738,34.27012400282405,Intermediate,-0.434573859,51.39787
S1018,2005_2018,0,1,2092.785431,16.47471619,20338329,38,Electrofishing,2040048790,13,0.0288502806253951,0.511220344688192,12.8204239630323,33.649467831813475,Intermediate,-0.434573859,51.39787
S10183,1982_2004,NA,NA,120.2366791,2.068907321,20259112,21,Electrofishing,2040048790,201,0.0163597902573616,0.3155727359639027,9.346117519107024,10.17686615555594,Intermediate,-3.314880555,54.5759
S10183,2005_2018,0.0625,0.37109337,120.4287872,1.704128146,20259112,14,Electrofishing,2040048790,201,0.0226956633509134,0.9128140271840748,9.389207280211812,10.297776010933513,Intermediate,-3.314880555,54.5759
S10184,1982_2004,NA,NA,130.1270905,2.627272367,20259112,14,Electrofishing,2040048790,144,0.0163597902573616,0.3155727359639027,9.346117519107024,10.17686615555594,Intermediate,-3.315091057,54.58964
S10184,2005_2018,0,0.148914673,128.4572281,2.283372545,20259112,14,Electrofishing,2040048790,144,0.0226956633509134,0.9128140271840748,9.389207280211812,10.297776010933513,Intermediate,-3.315091057,54.58964
S10186,1982_2004,NA,NA,120.2366791,2.068907321,20259112,14,Electrofishing,2040048790,144,0.0163597902573616,0.3155727359639027,9.346117519107024,10.17686615555594,Intermediate,-3.318607334,54.58112
S10186,2005_2018,0.0625,0.37109337,120.4287872,1.704128146,20259112,14,Electrofishing,2040048790,144,0.0226956633509134,0.9128140271840748,9.389207280211812,10.297776010933513,Intermediate,-3.318607334,54.58112
S10188,1982_2004,0,1,412.0896301,1.86348025,20155489,31.275993,Electrofishing_backpack,2040028660,11,0.0267695284492205,0.3417178800455669,7.397843766706088,187.37548375750504,Cold,26.86192,60.52479
S10188,2005_2018,0,1,355.333168,0.801670596,20155489,31.275993,Electrofishing_backpack,2040028660,11,-0.0212013992203298,0.8266659696701553,7.895352322709743,184.96823614626624,Cold,26.86192,60.52479
S10195,1982_2004,NA,NA,NA,NA,20257555,27.283484,Electrofishing,2040048790,NA,0.0165294484061851,0.398035689594248,9.61129731472107,12.481757552149633,Intermediate,-3.33185871,54.66854
S10195,2005_2018,0,0.37109337,152.4549179,19.93579525,20257555,18.283482,Electrofishing,2040048790,NA,0.013060311041964,0.8266659696701553,9.6173610506642,12.54857983961534,Intermediate,-3.33185871,54.66854
S10201,2005_2018,0,0.428713985,659.9365056,12.80181627,20458307,16.852497,Electrofishing_backpack,2040539930,153,0.0525415714663241,0.008595046376024,12.610731235511734,37.78828126989315,Intermediate,16.89636,46.88997
S10201,1982_2004,NA,NA,NA,NA,20458307,24.852497,Electrofishing_backpack,2040539930,153,0.0259961439170008,0.2049044237197508,11.990707098881929,42.49312946361379,Intermediate,16.89636,46.88997
S1021,1982_2004,0,0.001373431,40.44537596,0.354259692,20223638,12,Electrofishing_backpack,2040031500,139,0.027554197830593,0.1866605224155817,9.808574914044552,23.185037127923856,Intermediate,13.45598,56.55588
S1021,2005_2018,0.267857143,0.47010076,40.89301109,0.406471223,20223638,12,Electrofishing_backpack,2040031500,139,0.0315111835140218,0.6614159170078631,10.383205487629551,25.555837502975724,Intermediate,13.45598,56.55588
S10212,1982_2004,NA,NA,231.5153961,18.67800284,20258503,28,Electrofishing,2040048790,68,0.0150215492329846,0.2673270197885058,9.415127261533833,9.650106150808352,Intermediate,-3.348171823,54.64282
S10212,2005_2018,0.1625,0.245278117,179.3651009,15.33625341,20258503,15,Electrofishing,2040048790,68,0.0183526962014565,0.8266659696701553,9.44251150545188,9.58389656684474,Intermediate,-3.348171823,54.64282
S1022,1982_2004,NA,NA,746.8338013,25.93482399,20274400,35,Electrofishing,2040048790,5,0.0444753327944956,0.0201190547344456,11.605756841502252,6.829161780693568,Intermediate,-0.437495808,53.90592
S1022,2005_2018,0,1,847.7849732,33.79415003,20274400,31,Electrofishing,2040048790,5,0.0228328489438647,0.511220344688192,11.760269642890371,6.649020896807843,Intermediate,-0.437495808,53.90592
S10228,1982_2004,NA,NA,138.7030487,1.024288774,20148551,5.436702,Electrofishing_backpack,2040028660,87,0.0117839910477932,0.5612202073936174,6.7605693724174,27.24689686608033,Cold,27.05969,60.93952
S10228,2005_2018,0.225,1,138.7460175,0.556029625,20148551,3.4367015,Electrofishing_backpack,2040028660,87,0.0097283926368253,0.8266659696701553,7.328696821925551,30.69345639085026,Cold,27.05969,60.93952
S1024,1982_2004,NA,NA,160.6123275,3.521297336,20222485,7,Electrofishing_backpack,2040031500,146,0.0108823770002931,0.5612202073936174,9.00530557653302,4.686786602295439,Intermediate,15.20284,56.58107
S1024,2005_2018,-0.194444444,0.148561775,179.9743767,6.433684944,20222485,7,Electrofishing_backpack,2040031500,146,0.0261817684192136,0.511220344688192,9.597470379852814,4.754943012903481,Intermediate,15.20284,56.58107
S10252,1982_2004,NA,NA,414.1270599,1.941472173,20155944,42.5,Electrofishing_backpack,2040028670,8,0.0159489316798668,0.3417178800455669,7.250892799183185,84.80772890139355,Cold,26.87183,60.51275
S10252,2005_2018,0,0.090797931,333.5926175,0.754815148,20155944,42.5,Electrofishing_backpack,2040028670,8,0.0016264784081706,1,7.739428607406808,85.74495447895296,Cold,26.87183,60.51275
S1026,1982_2004,0,0.136641005,58.26179068,0.469165638,20222481,4.4367013,Electrofishing_backpack,2040031500,115,0.0217597273950929,0.2452110609976798,9.03009120920686,15.49088406874369,Intermediate,13.36089,56.56829
S1026,2005_2018,0,1,58.4676669,0.425849721,20222481,4.4367013,Electrofishing_backpack,2040031500,115,0.0280101700246107,0.2735614117247491,9.57474025108905,18.55101230678897,Intermediate,13.36089,56.56829
S10263,1982_2004,0,1,412.0896301,1.86348025,20155944,42.5,Electrofishing_backpack,2040028670,8,0.0159489316798668,0.3417178800455669,7.250892799183185,84.80772890139355,Cold,26.87388,60.51045
S10263,2005_2018,0,0.234482607,326.2259173,0.711924928,20155944,42.5,Electrofishing_backpack,2040028670,8,0.0016264784081706,1,7.739428607406808,85.74495447895296,Cold,26.87388,60.51045
S10269,1982_2004,NA,NA,186.0097962,9.048147442,20349057,22,Electrofishing,2040048790,175,0.0271574284396178,0.0506570300941187,11.751038434871518,7.791732488921203,Intermediate,-3.465014553,51.00169
S10269,2005_2018,NA,NA,189.3730927,5.218950272,20349057,16,Electrofishing,2040048790,175,0.0267689311809808,0.4434214028640828,11.93665902211143,7.285287066011536,Intermediate,-3.465014553,51.00169
S10270,1982_2004,NA,NA,705.1834717,46.80529022,20257645,28,Electrofishing,2040048790,57,0.0143256194189445,0.3417178800455669,9.639204419104349,15.92188447455707,Intermediate,-3.465323986,54.6484
S10270,2005_2018,0,0.72367361,405.0953247,23.63959618,20257645,20,Electrofishing,2040048790,57,0.016666155593669,0.8266659696701553,9.654437952957716,16.06522838383566,Intermediate,-3.465323986,54.6484
S10276,1982_2004,-1.5,0.089429359,11.5716455,1.147596821,20154198,33.098614,Electrofishing_backpack,2040028320,9,0.0070325685642485,0.7115714636761059,6.9425274225579114,0.6465213268944997,Cold,27.20459,60.60701
S10276,2005_2018,-1.166666667,0.096092329,10.15520706,0.717252445,20154198,30.098612,Electrofishing_backpack,2040028320,9,-0.0252599700784066,0.3244236905215787,7.537822174138034,0.742217620579022,Cold,27.20459,60.60701
S10280,1982_2004,0,0.190430264,194.6205387,7.544448584,20347494,20,Electrofishing,2040048790,257,0.0266322422005291,0.0393970496843572,11.591901474949212,5.376860183617131,Intermediate,-3.488111024,51.05536
S10280,2005_2018,0,1,211.1728363,12.38960486,20347494,15,Electrofishing,2040048790,257,0.0309351214251952,0.4434214028640828,11.782581310962856,5.480995461105615,Intermediate,-3.488111024,51.05536
S10287,1982_2004,0,0.241566587,163.0435944,2.722115437,20347494,21,Electrofishing,2040048790,194,0.0266322422005291,0.0393970496843572,11.591901474949212,5.376860183617131,Intermediate,-3.506069384,51.03714
S10287,2005_2018,NA,NA,172.4445343,3.120899439,20347494,15,Electrofishing,2040048790,194,0.0309351214251952,0.4434214028640828,11.782581310962856,5.480995461105615,Intermediate,-3.506069384,51.03714
S1029,1982_2004,0,0.01424808,71.99031536,0.368216582,20222481,4.4367013,Electrofishing_backpack,2040031500,92,0.0217597273950929,0.2452110609976798,9.03009120920686,15.49088406874369,Intermediate,13.30636,56.56778
S1029,2005_2018,0,0.136641005,72.06892722,0.345927622,20222481,4.4367013,Electrofishing_backpack,2040031500,92,0.0280101700246107,0.2735614117247491,9.57474025108905,18.55101230678897,Intermediate,13.30636,56.56778
S10292,1982_2004,0,1,168.6763782,2.9954208430000002,20347494,16,Electrofishing,2040048790,230,0.0266322422005291,0.0393970496843572,11.591901474949212,5.376860183617131,Intermediate,-3.507595183,51.04899
S10292,2005_2018,0.1,0.005036681,186.0791458,3.563182593,20347494,11,Electrofishing,2040048790,230,0.0309351214251952,0.4434214028640828,11.782581310962856,5.480995461105615,Intermediate,-3.507595183,51.04899
S1031,1982_2004,0,0.028185802,72.05124664,0.380083953,20222481,4.681485,Electrofishing_backpack,2040031500,115,0.0217597273950929,0.2452110609976798,9.03009120920686,15.49088406874369,Intermediate,13.30078,56.571
S1031,2005_2018,0,0.005820666,72.06892722,0.345927622,20222481,4.681485,Electrofishing_backpack,2040031500,115,0.0280101700246107,0.2735614117247491,9.57474025108905,18.55101230678897,Intermediate,13.30078,56.571
S1032,1982_2004,0,0.001375591,99.08292246,0.343566991,20223409,12.464466,Electrofishing_backpack,2040031500,47,0.0212508871510343,0.1391441748224249,10.211151916747466,56.97025952590095,Intermediate,13.13835,56.56788
S1032,2005_2018,0,0.018903543,99.24968789,0.270009325,20223409,12.464466,Electrofishing_backpack,2040031500,47,0.0340710218871933,0.4434214028640828,10.820358061241436,61.34698150638288,Intermediate,13.13835,56.56788
S1034,1982_2004,0,0.48745329,1869.156006,16.15839672,20338535,46,Electrofishing,2040048790,18,0.0461632501769552,0.0346147634925027,12.641883859354287,29.082628171894623,Warm,-0.439373832,51.38355
S1034,2005_2018,-0.25,0.007450447,2157.070134,16.30119617,20338535,46,Electrofishing,2040048790,18,0.0369044494300227,0.4434214028640828,12.95161423015041,27.478372575534983,Warm,-0.439373832,51.38355
S10345,1982_2004,-0.166666667,0.540291375,99.13003794,36.1001339,20359036,29.695114,Electrofishing,2040048790,92,0.0251978063155395,0.0644965282504244,11.62241493471997,10.588561219593208,Intermediate,-3.603307547,50.62585
