SiteID,mean_salinity,mean_organic,seg_id_nat,Protocol,HYBAS_ID,elevation,zone,Longitude,Latitude,period,sen_temp,p_temp,mean_temp,temp_n_years,mean_Q,sen_richness,p_richness,HFP_period
S10021,169.6100121,15.72103389,20355440,Electrofishing,2040048790,59,Intermediate,-3.080339968,50.74303,1982_2005,0.031831846,0.056141064,11.97881973,24,3.190346508,0,0.558184649,30.75
S10021,197.5215039,19.17095979,20355440,Electrofishing,2040048790,59,Intermediate,-3.080339968,50.74303,2006_2018,0.08059178,0.299665448,12.04873522,13,3.319680454,-0.118055556,0.036888426,22.75
S10024,105.2237091,1.285603881,20258815,Electrofishing,2040048790,262,Intermediate,-3.083781655,54.57594,1982_2005,0.022796011,0.188633153,9.421812267,24,8.331538298,,,11
S10024,106.5614044,1.377066422,20258815,Electrofishing,2040048790,262,Intermediate,-3.083781655,54.57594,2006_2018,0.041817132,0.42771051,9.414930111,13,8.340738078,0,0.288844366,11
S10027,,,20157734,Electrofishing_backpack,2040028670,57,Cold,24.74351,60.3938,1982_2005,0.013649773,0.188633153,7.141336877,24,12.14657673,,,25.436703
S10027,214.8736687,0.673738375,20157734,Electrofishing_backpack,2040028670,57,Cold,24.74351,60.3938,2006_2018,-0.021919452,0.299665448,7.690255334,13,12.64093468,,,25.4367
S10029,283.6016541,45.08756733,20255867,Electrofishing,2040048790,275,Intermediate,-3.08846258,54.73976,1982_2005,0.023760198,0.172491361,9.406330294,24,5.826648268,,,21
S10029,313.9399844,57.72077526,20255867,Electrofishing,2040048790,275,Intermediate,-3.08846258,54.73976,2006_2018,0.047599551,0.42771051,9.380158644,13,6.083019305,0,0.834531623,16
S1003,,,20502893,Electrofishing_partialsection,2040020320,872,Intermediate,3.061141767,45.05736,1982_2005,0.022386708,0.106899676,10.11544655,24,6.231156171,,,28.629547
S1003,175.7595202,18.42469855,20502893,Electrofishing_partialsection,2040020320,872,Intermediate,3.061141767,45.05736,2006_2018,0.070910259,0.200128118,10.54175757,13,6.438155096,0,0.48745329,32.629547
S10032,364.203125,41.20228958,20255867,Electrofishing,2040048790,275,Intermediate,-3.090331377,54.74168,1982_2005,0.023760198,0.172491361,9.406330294,24,5.826648268,,,21
S10032,352.936849,64.99360657,20255867,Electrofishing,2040048790,275,Intermediate,-3.090331377,54.74168,2006_2018,0.047599551,0.42771051,9.380158644,13,6.083019305,,,16
S10035,538.9051616,42.4448683,20265478,Electrofishing,2040048790,101,Intermediate,-3.092746355,54.32203,1982_2005,0.031871936,0.118128495,9.625253958,24,12.03461191,0.080128205,0.058758207,14
S10035,547.6940399,39.84950066,20265478,Electrofishing,2040048790,101,Intermediate,-3.092746355,54.32203,2006_2018,0.040609502,0.42771051,9.620093827,13,12.90147902,0,0.883617459,14
S10037,128.2902222,20.48569632,20320872,Electrofishing,2040048790,244,Intermediate,-3.099541046,52.05666,1982_2005,0.04506352,0.016127069,11.03213913,24,16.43173499,,,24
S10037,118.7672654,12.30596519,20320872,Electrofishing,2040048790,244,Intermediate,-3.099541046,52.05666,2006_2018,0.05493501,0.42771051,11.10147259,13,17.12539285,,,16
S10038,149.2363383,1.043514086,20125511,Electrofishing_backpack,2040028670,34,Cold,21.62033,62.23097,1982_2005,0.028135191,0.143341612,7.024022198,24,21.70845518,0,0.636570271,8.765644
S10038,148.6278147,1.106541216,20125511,Electrofishing_backpack,2040028670,34,Cold,21.62033,62.23097,2006_2018,-0.007359226,0.951352131,7.54345633,13,21.03456806,0,0.714879441,8.765644
S10042,128.5510986,4.8588755,20247196,Electrofishing,2040048790,248,Intermediate,-3.106003257,55.2388,1982_2005,0.025758184,0.06283882,9.044429193,24,13.35768208,0,1,18
S10042,127.8454174,1.622443221,20247196,Electrofishing,2040048790,248,Intermediate,-3.106003257,55.2388,2006_2018,0.046510095,0.42771051,9.104514861,13,13.72156791,0,0.296269871,13
S10043,128.7362467,6.131262658,20247196,Electrofishing,2040048790,205,Intermediate,-3.10609236,55.22275,1982_2005,0.025758184,0.06283882,9.044429193,24,13.35768208,,,18
S10043,127.6312962,1.330292642,20247196,Electrofishing,2040048790,205,Intermediate,-3.10609236,55.22275,2006_2018,0.046510095,0.42771051,9.104514861,13,13.72156791,,,13
S10044,535.2995911,46.37420273,20265478,Electrofishing,2040048790,,Intermediate,-3.106152169,54.29334,1982_2005,0.031871936,0.118128495,9.625253958,24,12.03461191,,,16
S10044,507.8605855,36.9937528,20265478,Electrofishing,2040048790,,Intermediate,-3.106152169,54.29334,2006_2018,0.040609502,0.42771051,9.620093827,13,12.90147902,,,10
S10046,529.4471639,41.31395594,20266293,Electrofishing,2040048790,150,Intermediate,-3.1082832,54.25827,1982_2005,0.034762733,0.027272737,10.0507718,24,13.97845004,,,22.25
S10046,529.8827362,37.6681118,20266293,Electrofishing,2040048790,150,Intermediate,-3.1082832,54.25827,2006_2018,0.042675113,0.582950558,10.0754625,13,14.03423465,,,14.25
S10049,613.5562378,116.897496,20306568,Electrofishing,2040048790,119,Intermediate,-3.111379618,52.58628,1982_2005,0.040194771,0.018452127,10.61033905,24,14.31838755,0.116883117,0.613354356,21
S10049,556.4099121,128.4524078,20306568,Electrofishing,2040048790,119,Intermediate,-3.111379618,52.58628,2006_2018,0.084917116,0.299665448,10.63647469,13,15.10986613,,,16
S10052,128.2902222,20.48569632,20320872,Electrofishing,2040048790,196,Intermediate,-3.111514088,52.06483,1982_2005,0.04506352,0.016127069,11.03213913,24,16.43173499,,,25
S10052,107.484726,3.626885414,20320872,Electrofishing,2040048790,196,Intermediate,-3.111514088,52.06483,2006_2018,0.05493501,0.42771051,11.10147259,13,17.12539285,,,17
S10057,531.6059469,57.38861465,20347845,Electrofishing,2040048790,29,Intermediate,-3.128266878,51.01871,1982_2005,0.032510644,0.06283882,11.71492717,24,3.354568327,,,35
S10057,488.9759216,48.47850113,20347845,Electrofishing,2040048790,29,Intermediate,-3.128266878,51.01871,2006_2018,0.089115259,0.299665448,11.77462917,13,3.308436946,,,35
S10068,110.1756897,1.074073315,20258728,Electrofishing,2040048790,204,Intermediate,-3.149217248,54.61535,1982_2005,0.019393921,0.172491361,9.484104268,24,9.114380328,,,33
S10068,112.5471172,1.462025672,20258728,Electrofishing,2040048790,204,Intermediate,-3.149217248,54.61535,2006_2018,0.051474065,0.360121648,9.455191176,13,9.161462039,,,20
S1008,803.2428223,87.10538635,20271578,Electrofishing,2040048790,13,Intermediate,-0.430268176,53.99714,1982_2005,0.044482573,0.005899984,11.30756937,24,2.672977058,0,1,34.49108
S1008,728.6751648,68.68893242,20271578,Electrofishing,2040048790,13,Intermediate,-0.430268176,53.99714,2006_2018,0.062131379,0.24638736,11.40159866,13,2.931179395,0.211111111,0.01616478,30.491083
S10085,136.2801361,6.869143486,20246510,Electrofishing,2040048790,236,Intermediate,-3.171169355,55.24448,1982_2005,0.02562292,0.06283882,9.039248369,24,10.15362488,,,18
S10085,137.9276377,9.065492949,20246510,Electrofishing,2040048790,236,Intermediate,-3.171169355,55.24448,2006_2018,0.047183742,0.360121648,9.088441016,13,10.50808206,,,12
S10097,120.9256821,2.024167747,20258577,Electrofishing,2040048790,54,Intermediate,-3.180626579,54.59679,1982_2005,0.018797601,0.188633153,9.484920758,24,10.12689339,,,28
S10097,122.1836182,2.893845117,20258577,Electrofishing,2040048790,54,Intermediate,-3.180626579,54.59679,2006_2018,0.053337218,0.360121648,9.449435373,13,10.17442861,0,0.175244245,20
S10102,175.7637503,0.526982005,20068856,Electrofishing_backpack,2040029950,60,Cold,25.83751,65.09319,1982_2005,0.025483297,0.056141064,5.540507891,24,18.36427799,0,1,14
S10102,176.0464115,0.560401268,20068856,Electrofishing_backpack,2040029950,60,Cold,25.83751,65.09319,2006_2018,0.029249905,0.42771051,5.981612078,13,26.02458705,0,0.865134745,16
S10104,156.2329102,4.41680038,20264145,Electrofishing,2040048790,243,Intermediate,-3.189338312,54.35526,1982_2005,0.03347275,0.039516713,9.85035082,24,9.475854629,,,15
S10104,156.1528066,2.661564748,20264145,Electrofishing,2040048790,243,Intermediate,-3.189338312,54.35526,2006_2018,0.053658994,0.299665448,9.893747345,13,9.753656622,,,15
S10112,240.5847435,27.82596493,20257557,Electrofishing,2040048790,169,Intermediate,-3.196367038,54.68011,1982_2005,0.019392608,0.188633153,9.357654917,24,22.58808672,,,16
S10112,247.2418773,39.20534643,20257557,Electrofishing,2040048790,169,Intermediate,-3.196367038,54.68011,2006_2018,0.039871468,0.42771051,9.366976505,13,24.18276967,0,0.72367361,16
S10113,125.302866,0.868292988,20245735,Electrofishing,2040048790,235,Intermediate,-3.196759,55.29309,1982_2005,0.026749728,0.050048663,9.064657403,24,8.419681153,,,13
S10113,125.2836812,0.566842544,20245735,Electrofishing,2040048790,235,Intermediate,-3.196759,55.29309,2006_2018,0.048797673,0.360121648,9.111438494,13,8.640438855,0,1,12
S10118,,,20348615,Electrofishing,2040048790,35,Intermediate,-3.205056872,50.99621,1982_2005,0.032294859,0.078219345,11.59956797,24,3.830302649,,,42
S10118,365.1667599,30.32491303,20348615,Electrofishing,2040048790,35,Intermediate,-3.205056872,50.99621,2006_2018,0.106701059,0.299665448,11.64988593,13,3.71915865,0,0.175244245,31
S10121,503.5985718,23.77677727,20265036,Electrofishing,2040048790,68,Intermediate,-3.207514797,54.29557,1982_2005,0.034178667,0.030929149,10.06889594,24,12.15816111,,,22.192114
S10121,513.5314534,20.12173112,20265036,Electrofishing,2040048790,68,Intermediate,-3.207514797,54.29557,2006_2018,0.051039606,0.360121648,10.12517498,13,12.05409257,,,15.192114
S10124,510.9073792,20.32400068,20265036,Electrofishing,2040048790,68,Intermediate,-3.208662179,54.29802,1982_2005,0.034178667,0.030929149,10.06889594,24,12.15816111,0,0.48745329,22.192114
S10124,520.1219299,17.21540661,20265036,Electrofishing,2040048790,68,Intermediate,-3.208662179,54.29802,2006_2018,0.051039606,0.360121648,10.12517498,13,12.05409257,0,1,15.192114
S10126,153.7496918,3.666044474,20264145,Electrofishing,2040048790,214,Intermediate,-3.212237835,54.34804,1982_2005,0.03347275,0.039516713,9.85035082,24,9.475854629,0.041666667,0.386476231,15
S10126,153.4518509,2.469284256,20264145,Electrofishing,2040048790,214,Intermediate,-3.212237835,54.34804,2006_2018,0.053658994,0.299665448,9.893747345,13,9.753656622,0,0.72367361,15
S10133,281.145504,28.60991359,20348615,Electrofishing,2040048790,43,Intermediate,-3.218854893,50.99418,1982_2005,0.032294859,0.078219345,11.59956797,24,3.830302649,,,42
S10133,170.2536011,6.049976349,20348615,Electrofishing,2040048790,43,Intermediate,-3.218854893,50.99418,2006_2018,0.106701059,0.299665448,11.64988593,13,3.71915865,,,32
S10143,262.4396057,26.34973145,20257287,Electrofishing,2040048790,90,Intermediate,-3.241240627,54.67816,1982_2005,0.019666743,0.188633153,9.525277346,24,9.077149962,,,21
S10143,222.1628469,35.23521296,20257287,Electrofishing,2040048790,90,Intermediate,-3.241240627,54.67816,2006_2018,0.047264987,0.42771051,9.496362444,13,9.257604202,,,16
S10145,503.5985718,23.77677727,20265036,Electrofishing,2040048790,,Intermediate,-3.24150876,54.29831,1982_2005,0.034178667,0.030929149,10.06889594,24,12.15816111,,,21.664585
S10145,513.5314534,20.12173112,20265036,Electrofishing,2040048790,,Intermediate,-3.24150876,54.29831,2006_2018,0.051039606,0.360121648,10.12517498,13,12.05409257,,,16.664585
S10146,503.5985718,23.77677727,20265036,Electrofishing,2040048790,166,Intermediate,-3.246360786,54.32209,1982_2005,0.034178667,0.030929149,10.06889594,24,12.15816111,,,16.75
S10146,513.5314534,20.12173112,20265036,Electrofishing,2040048790,166,Intermediate,-3.246360786,54.32209,2006_2018,0.051039606,0.360121648,10.12517498,13,12.05409257,,,16.75
S10148,140.7899323,13.83848143,20247195,Electrofishing,2040048790,260,Intermediate,-3.248344942,55.24975,1982_2005,0.025432104,0.078219345,8.969793733,24,15.39447641,,,14
S10148,145.3436973,13.33411158,20247195,Electrofishing,2040048790,260,Intermediate,-3.248344942,55.24975,2006_2018,0.04063505,0.360121648,9.041746889,13,15.52992998,0,1,9
S10159,202.0691757,18.37393475,20348615,Electrofishing,2040048790,85,Intermediate,-3.274292418,50.98505,1982_2005,0.032294859,0.078219345,11.59956797,24,3.830302649,,,33
S10159,182.5801087,12.68384051,20348615,Electrofishing,2040048790,85,Intermediate,-3.274292418,50.98505,2006_2018,0.106701059,0.299665448,11.64988593,13,3.71915865,,,22
S1017,6.815805436,0.453345612,20222890,Electrofishing_backpack,2040031500,130,Intermediate,13.94273,56.55443,1982_2005,0.024976309,0.130262239,9.122480112,24,4.835560798,,,13
S1017,7.058514322,0.488957081,20222890,Electrofishing_backpack,2040031500,130,Intermediate,13.94273,56.55443,2006_2018,0.020457436,0.24638736,9.695225747,13,4.948209716,0,0.561275836,11
S10174,127.5737381,2.14923352,20259112,Electrofishing,2040048790,150,Intermediate,-3.305957761,54.61278,1982_2005,0.018982549,0.205862526,9.36370676,24,10.14610298,,,22
S10174,127.5252143,2.100086901,20259112,Electrofishing,2040048790,150,Intermediate,-3.305957761,54.61278,2006_2018,0.042138633,0.502158252,9.360049432,13,10.36387033,0,1,15
S1018,2872.08667,22.45373917,20338329,Electrofishing,2040048790,13,Intermediate,-0.434573859,51.39787,1982_2005,0.047880573,0.023995538,12.51252135,24,33.82770309,,,38
S1018,2092.785431,16.47471619,20338329,Electrofishing,2040048790,13,Intermediate,-0.434573859,51.39787,2006_2018,0.058928201,0.299665448,12.79237216,13,34.41850212,,,38
S10183,120.2426682,1.941015919,20259112,Electrofishing,2040048790,201,Intermediate,-3.314880555,54.5759,1982_2005,0.018982549,0.205862526,9.36370676,24,10.14610298,,,21
S10183,120.4287872,1.704128146,20259112,Electrofishing,2040048790,201,Intermediate,-3.314880555,54.5759,2006_2018,0.042138633,0.502158252,9.360049432,13,10.36387033,,,14
S10184,129.3003617,2.45921433,20259112,Electrofishing,2040048790,144,Intermediate,-3.315091057,54.58964,1982_2005,0.018982549,0.205862526,9.36370676,24,10.14610298,,,14
S10184,128.4572281,2.283372545,20259112,Electrofishing,2040048790,144,Intermediate,-3.315091057,54.58964,2006_2018,0.042138633,0.502158252,9.360049432,13,10.36387033,,,14
S10186,120.2426682,1.941015919,20259112,Electrofishing,2040048790,144,Intermediate,-3.318607334,54.58112,1982_2005,0.018982549,0.205862526,9.36370676,24,10.14610298,,,14
S10186,120.4287872,1.704128146,20259112,Electrofishing,2040048790,144,Intermediate,-3.318607334,54.58112,2006_2018,0.042138633,0.502158252,9.360049432,13,10.36387033,,,14
S10188,412.0896301,1.86348025,20155489,Electrofishing_backpack,2040028660,11,Cold,26.86192,60.52479,1982_2005,0.028925977,0.224207565,7.425229861,24,187.9687004,,,31.275993
S10188,355.333168,0.801670596,20155489,Electrofishing_backpack,2040028660,11,Cold,26.86192,60.52479,2006_2018,-0.008027859,0.951352131,7.883063268,13,183.6878941,,,31.275993
S10195,,,20257555,Electrofishing,2040048790,,Intermediate,-3.33185871,54.66854,1982_2005,0.019308604,0.264337333,9.631559025,24,12.46114413,,,27.283484
S10195,152.4549179,19.93579525,20257555,Electrofishing,2040048790,,Intermediate,-3.33185871,54.66854,2006_2018,0.045580514,0.42771051,9.580421258,13,12.59177556,,,18.283482
S10201,,,20458307,Electrofishing_backpack,2040539930,153,Intermediate,16.89636,46.88997,1982_2005,0.017445671,0.413045887,11.96401732,24,42.4733812,,,24.852497
S10201,659.9365056,12.80181627,20458307,Electrofishing_backpack,2040539930,153,Intermediate,16.89636,46.88997,2006_2018,0.04263137,0.03273561,12.70769884,13,37.4628282,0,0.428713985,16.852497
S1021,40.44537596,0.354259692,20223638,Electrofishing_backpack,2040031500,139,Intermediate,13.45598,56.55588,1982_2005,0.028303582,0.106899676,9.827253533,24,23.20877973,0,0.736221861,12
S1021,40.89301109,0.406471223,20223638,Electrofishing_backpack,2040031500,139,Intermediate,13.45598,56.55588,2006_2018,0.02711818,0.760332308,10.39292424,13,25.69437426,,,12
S10212,220.2104543,15.71618907,20258503,Electrofishing,2040048790,68,Intermediate,-3.348171823,54.64282,1982_2005,0.017895527,0.172491361,9.434121213,24,9.620111749,,,28
S10212,179.3651009,15.33625341,20258503,Electrofishing,2040048790,68,Intermediate,-3.348171823,54.64282,2006_2018,0.042520655,0.42771051,9.409552229,13,9.634177802,,,15
S1022,746.8338013,25.93482399,20274400,Electrofishing,2040048790,5,Intermediate,-0.437495808,53.90592,1982_2005,0.046459041,0.007952706,11.63479093,24,6.751901231,,,35
S1022,847.7849732,33.79415003,20274400,Electrofishing,2040048790,5,Intermediate,-0.437495808,53.90592,2006_2018,0.06251952,0.24638736,11.71855384,13,6.777798766,,,31
S10228,138.7030487,1.024288774,20148551,Electrofishing_backpack,2040028660,87,Cold,27.05969,60.93952,1982_2005,0.018664935,0.286157321,6.78768204,24,27.56060464,,,5.436702
S10228,138.7460175,0.556029625,20148551,Electrofishing_backpack,2040028660,87,Cold,27.05969,60.93952,2006_2018,0.015653477,0.669334014,7.322344779,13,30.37942353,,,3.4367015
S1024,160.6123275,3.521297336,20222485,Electrofishing_backpack,2040031500,146,Intermediate,15.20284,56.58107,1982_2005,0.016168159,0.385309975,9.023193433,24,4.652001001,,,7
S1024,179.9743767,6.433684944,20222485,Electrofishing_backpack,2040031500,146,Intermediate,15.20284,56.58107,2006_2018,0.026432809,0.502158252,9.609997784,13,4.824405386,,,7
S10252,414.1270599,1.941472173,20155944,Electrofishing_backpack,2040028670,8,Cold,26.87183,60.51275,1982_2005,0.025757648,0.205862526,7.275143189,24,85.27950037,,,42.5
S10252,333.5926175,0.754815148,20155944,Electrofishing_backpack,2040028670,8,Cold,26.87183,60.51275,2006_2018,0.011304429,0.854777098,7.732238335,13,84.94608605,0,0.735181798,42.5
S1026,58.25537771,0.465743041,20222481,Electrofishing_backpack,2040031500,115,Intermediate,13.36089,56.56829,1982_2005,0.021947182,0.157405664,9.044668044,24,15.5659565,0,0.132463567,4.4367013
S1026,58.4676669,0.425849721,20222481,Electrofishing_backpack,2040031500,115,Intermediate,13.36089,56.56829,2006_2018,0.029495458,0.42771051,9.589725252,13,18.64781152,0,1,4.4367013
S10263,412.0896301,1.86348025,20155944,Electrofishing_backpack,2040028670,8,Cold,26.87388,60.51045,1982_2005,0.025757648,0.205862526,7.275143189,24,85.27950037,,,42.5
S10263,326.2259173,0.711924928,20155944,Electrofishing_backpack,2040028670,8,Cold,26.87388,60.51045,2006_2018,0.011304429,0.854777098,7.732238335,13,84.94608605,0,1,42.5
S10269,186.0097962,9.048147442,20349057,Electrofishing,2040048790,175,Intermediate,-3.465014553,51.00169,1982_2005,0.029323164,0.016127069,11.7790761,24,7.711804349,,,22
S10269,189.3730927,5.218950272,20349057,Electrofishing,2040048790,175,Intermediate,-3.465014553,51.00169,2006_2018,0.064380945,0.160555891,11.89917568,13,7.393889368,,,16
S10270,705.1834717,46.80529022,20257645,Electrofishing,2040048790,57,Intermediate,-3.465323986,54.6484,1982_2005,0.017483706,0.224207565,9.661172117,24,15.89980415,,,28
S10270,405.0953247,23.63959618,20257645,Electrofishing,2040048790,57,Intermediate,-3.465323986,54.6484,2006_2018,0.048383613,0.42771051,9.615054013,13,16.11701852,0,0.72367361,20
S10276,11.5716455,1.147596821,20154198,Electrofishing_backpack,2040028320,9,Cold,27.20459,60.60701,1982_2005,0.010564236,0.413045887,6.967791982,24,0.64473929,,,33.098614
S10276,10.15520706,0.717252445,20154198,Electrofishing_backpack,2040028320,9,Cold,27.20459,60.60701,2006_2018,-0.026593285,0.299665448,7.536971814,13,0.752868788,-1.166666667,0.096092329,30.098612
S10280,199.726354,8.458072424,20347494,Electrofishing,2040048790,257,Intermediate,-3.488111024,51.05536,1982_2005,0.029030768,0.01223667,11.62105955,24,5.361815248,0,0.561275836,20
S10280,211.1728363,12.38960486,20347494,Electrofishing,2040048790,257,Intermediate,-3.488111024,51.05536,2006_2018,0.050988897,0.127203688,11.74341869,13,5.516781132,0,1,15
S10287,163.0435944,2.722115437,20347494,Electrofishing,2040048790,194,Intermediate,-3.506069384,51.03714,1982_2005,0.029030768,0.01223667,11.62105955,24,5.361815248,0,0.241566587,21
S10287,172.4445343,3.120899439,20347494,Electrofishing,2040048790,194,Intermediate,-3.506069384,51.03714,2006_2018,0.050988897,0.127203688,11.74341869,13,5.516781132,,,15
S1029,71.98013742,0.363973293,20222481,Electrofishing_backpack,2040031500,92,Intermediate,13.30636,56.56778,1982_2005,0.021947182,0.157405664,9.044668044,24,15.5659565,0,0.179109193,4.4367013
S1029,72.06892722,0.345927622,20222481,Electrofishing_backpack,2040031500,92,Intermediate,13.30636,56.56778,2006_2018,0.029495458,0.42771051,9.589725252,13,18.64781152,0,1,4.4367013
S10292,172.8369988,3.127414041,20347494,Electrofishing,2040048790,230,Intermediate,-3.507595183,51.04899,1982_2005,0.029030768,0.01223667,11.62105955,24,5.361815248,0,1,16
S10292,186.0791458,3.563182593,20347494,Electrofishing,2040048790,230,Intermediate,-3.507595183,51.04899,2006_2018,0.050988897,0.127203688,11.74341869,13,5.516781132,0,0.237503882,11
S1031,72.03090439,0.372956611,20222481,Electrofishing_backpack,2040031500,115,Intermediate,13.30078,56.571,1982_2005,0.021947182,0.157405664,9.044668044,24,15.5659565,-0.1,0.025181464,4.681485
S1031,72.06892722,0.345927622,20222481,Electrofishing_backpack,2040031500,115,Intermediate,13.30078,56.571,2006_2018,0.029495458,0.42771051,9.589725252,13,18.64781152,0,0.105192505,4.681485
S1032,99.07303754,0.34070677,20223409,Electrofishing_backpack,2040031500,47,Intermediate,13.13835,56.56788,1982_2005,0.02427502,0.086988149,10.22912696,24,56.84882562,0,0.291292848,12.464466
S1032,99.24968789,0.270009325,20223409,Electrofishing_backpack,2040031500,47,Intermediate,13.13835,56.56788,2006_2018,0.031675076,0.582950558,10.83403539,13,61.9078381,0,0.050186187,12.464466
S1034,2012.431815,17.05773136,20338535,Electrofishing,2040048790,18,Warm,-0.439373832,51.38355,1982_2005,0.046994814,0.018452127,12.670708,24,28.52571675,0,0.846450597,46
S1034,2157.070134,16.30119617,20338535,Electrofishing,2040048790,18,Warm,-0.439373832,51.38355,2006_2018,0.06987979,0.24638736,12.92222585,13,28.38311247,-0.285714286,0.002500953,46
S10345,99.13003794,36.1001339,20359036,Electrofishing,2040048790,92,Intermediate,-3.603307547,50.62585,1982_2005,0.03144242,0.023995538,11.64952903,24,10.47328074,,,29.695114
S10345,101.6028805,34.34272194,20359036,Electrofishing,2040048790,92,Intermediate,-3.603307547,50.62585,2006_2018,0.075927394,0.127203688,11.85702489,13,10.56815905,,,20.695114
S10360,97.28842927,37.01009051,20358410,Electrofishing,2040048790,81,Intermediate,-3.629764643,50.6182,1982_2005,0.029883415,0.030929149,11.68822033,24,10.37396856,,,29.342464
S10360,101.6028805,34.34272194,20358410,Electrofishing,2040048790,81,Intermediate,-3.629764643,50.6182,2006_2018,0.0672742,0.127203688,11.87380212,13,10.40304745,,,20.342464
S10369,168.4802348,43.39840571,20357146,Electrofishing,2040048790,101,Intermediate,-3.650726281,50.67987,1982_2005,0.029941075,0.021065444,11.75111258,24,9.456088041,,,22.420544
S10369,158.9242554,38.10234642,20357146,Electrofishing,2040048790,101,Intermediate,-3.650726281,50.67987,2006_2018,0.061471362,0.160555891,11.92199054,13,9.423818011,,,17.420544
S1037,151.3043267,6.45937907,20223345,Electrofishing_backpack,2040031500,21,Intermediate,13.03367,56.57358,1982_2005,0.023006666,0.056141064,10.27132371,24,62.1042705,0.076923077,0.012059616,24.984436
S1037,158.1722845,5.18266805,20223345,Electrofishing_backpack,2040031500,21,Intermediate,13.03367,56.57358,2006_2018,0.050647466,0.360121648,10.83479613,13,64.22663245,0,1,29.984436
S1038,58.33747159,0.48414148,20222481,Electrofishing_backpack,2040031500,121,Intermediate,13.36687,56.58062,1982_2005,0.021947182,0.157405664,9.044668044,24,15.5659565,0,0.150537694,4.415076
S1038,58.4676669,0.425849721,20222481,Electrofishing_backpack,2040031500,121,Intermediate,13.36687,56.58062,2006_2018,0.029495458,0.42771051,9.589725252,13,18.64781152,0,0.093390676,4.415076
S10392,103.7607727,0.675946206,20342743,Electrofishing,2040048790,,Intermediate,-3.686323948,51.20491,1982_2005,0.028917528,0.023995538,11.70108867,24,3.233917262,,,23.440983
S10392,104.1529465,0.737421602,20342743,Electrofishing,2040048790,,Intermediate,-3.686323948,51.20491,2006_2018,0.032442381,0.299665448,11.81449359,13,3.285997966,,,17.440983
S10397,73.91910044,9.861570677,20360242,Electrofishing,2040048790,106,Intermediate,-3.693234471,50.53545,1982_2005,0.034730178,0.034998629,11.6274822,24,10.5707044,,,29.711763
S10397,95.3414561,14.02802117,20360242,Electrofishing,2040048790,106,Intermediate,-3.693234471,50.53545,2006_2018,0.069579779,0.299665448,11.7242416,13,10.24097024,,,20.711763
S104,1195.397583,13.70764828,20423454,Electrofishing_partialsection,2040023010,178,Intermediate,7.422844863,48.15085,1982_2005,0.021771052,0.118128495,11.48816882,24,40.29866108,,,10.962422
S104,1162.435181,5.080358982,20423454,Electrofishing_partialsection,2040023010,178,Intermediate,7.422844863,48.15085,2006_2018,0.09953227,0.017343359,11.98278721,13,43.43149539,0.125,0.579099742,19.962421
S1040,6.738532186,0.388548128,20222082,Electrofishing_backpack,2040031500,148,Intermediate,13.9995,56.59533,1982_2005,0.025782534,0.172491361,8.997745356,24,3.293798585,,,4.4367013
